-0.585114,-0.65863,-0.60022,0.0765381,0.425995,-0.472321,0.00319579,-0.00106526,0.0181095,-0.0127832,0.0138484,-0.00106526,-0.243615,0.329486,-0.0831972,-0.430335,1.33636,-0.311888
-0.0997009,-1.03125,-0.340393,-0.0674744,0.351471,-0.349457,-0.00639159,0.00426106,0.00106526,0.0223706,0.00958738,0.00745685,-0.243701,0.329518,-0.0832504,-0.43025,1.33636,-0.311888
-0.304138,-0.704956,-0.353485,0.0775452,0.393768,-0.339386,-0.00106526,-0.0181095,0.00319579,-0.0223706,0.015979,0.0117179,-0.243637,0.329444,-0.0832291,-0.430335,1.33637,-0.311877
-0.181274,-0.970825,-0.587128,0.0936584,0.523682,-0.470306,0.0276969,0.0117179,0.00639159,0.0138484,0.015979,-0.00852212,-0.243637,0.329603,-0.0832504,-0.43025,1.33637,-0.311909
-0.165161,-0.633453,-0.419952,-0.0110779,0.246735,-0.437073,-0.0276969,0.0255663,-0.0170442,0.00319579,0.00106526,-0.0106526,-0.243711,0.329635,-0.083293,-0.43026,1.33637,-0.311909
-0.414917,-0.788544,-0.856018,-0.0352478,0.386719,-0.342407,0.0138484,0.0106526,0.0266316,0.0106526,0.00319579,0.00319579,-0.243701,0.329753,-0.0832078,-0.430271,1.3364,-0.311888
0.133942,-0.760345,-0.415924,0.383698,0.424988,-0.38974,0.00213053,0.04048,0.00213053,-0.0117179,0.0138484,-0.00426106,-0.243722,0.329838,-0.0833037,-0.430324,1.33642,-0.311909
-0.311188,-1.1521,-0.671722,-0.180267,0.474335,-0.309174,0.0138484,0.0287621,-0.0127832,0.0181095,-0.00319579,0.00852212,-0.243647,0.329902,-0.0832824,-0.43026,1.33641,-0.311877
-0.260834,-0.866089,-0.647552,0.0211487,0.377655,-0.156097,0.0106526,-0.0106526,0.00639159,0.00745685,-0.00426106,0.0117179,-0.243647,0.32988,-0.0832824,-0.430314,1.33641,-0.311877
0.0352478,-0.93457,-0.657623,0.190338,0.417938,-0.387726,-0.0170442,0.0181095,-0.00852212,0.00426106,0.00639159,-0.00213053,-0.243701,0.330008,-0.0833143,-0.430303,1.33644,-0.311877
-0.481384,-0.788544,-0.59317,-0.0674744,0.613312,-0.421967,0.0308927,0.0287621,0.0234358,-0.00852212,0.0127832,-0.0106526,-0.243573,0.33004,-0.0832717,-0.430282,1.33647,-0.311888
0.167175,-0.607269,-0.150055,0.0050354,0.238678,-0.399811,0.00958738,0.0191748,-0.00106526,0.0127832,-0.00639159,0.00106526,-0.243669,0.330062,-0.083325,-0.430282,1.33646,-0.311877
-0.432037,-0.695892,-0.823792,-0.115814,0.507568,-0.358521,-0.00106526,-0.00426106,0.0106526,0.015979,0.0106526,-0.00426106,-0.243594,0.330093,-0.0832611,-0.430271,1.33649,-0.311909
-0.287018,-0.939606,-0.513611,0.0775452,0.516632,-0.681793,0.0287621,0.0340885,-0.00745685,0.00106526,0.00745685,-0.00213053,-0.243647,0.330211,-0.0833569,-0.430271,1.3365,-0.311899
-0.102722,-0.669708,-0.400818,0.0936584,0.408875,-0.358521,-0.0319579,-0.00213053,-0.0255663,0.0149137,-0.0287621,-0.00958738,-0.243701,0.330168,-0.0833676,-0.430218,1.33646,-0.311952
-0.303131,-0.972839,-0.41391,-0.075531,0.192352,-0.43103,0.0213053,-0.00958738,0.00426106,0.00319579,0.0330232,-0.0138484,-0.243658,0.330232,-0.0833676,-0.430228,1.33659,-0.311963
-0.423981,-1.38474,-0.445129,0.529724,0.645538,-0.430023,0.00106526,0.0340885,-0.0319579,-0.00958738,0.00958738,-0.0138484,-0.243647,0.330328,-0.0833996,-0.430335,1.33657,-0.311952
-0.037262,-0.515625,-0.647552,-0.164154,0.395782,-0.421967,-0.0181095,-0.0149137,0.00639159,0.00852212,-0.0117179,-0.00213053,-0.24369,0.330296,-0.0833356,-0.430218,1.33658,-0.311941
-0.229614,-0.974854,-0.448151,0.190338,0.200409,-0.381683,0.0234358,0.00958738,-0.00106526,0.00213053,0.00958738,0.00639159,-0.243605,0.330381,-0.0833676,-0.430324,1.33663,-0.311931
-0.303131,-0.914429,-0.418945,0.199402,0.306152,-0.566986,0.00213053,0.00639159,-0.0149137,-0.0319579,0.00213053,-0.00532632,-0.243647,0.330381,-0.0833996,-0.430324,1.33662,-0.311941
-0.400818,-0.724091,-0.466278,-0.575043,0.47937,-0.397797,-0.00213053,-0.00213053,0.00213053,0.0511327,0.00852212,-0.00639159,-0.243658,0.33036,-0.0833463,-0.430207,1.33664,-0.311952
-0.207458,-0.84494,-0.635468,0.424988,0.38974,-0.221558,-0.00639159,-0.00532632,-0.00958738,-0.0330232,0.0127832,-0.02024,-0.243679,0.33036,-0.0833676,-0.430399,1.33667,-0.311995
-0.116821,-0.817749,-0.643524,-0.397797,0.429016,-0.618347,-0.00532632,-0.00106526,-0.0117179,0.0106526,-0.00852212,0.00106526,-0.24369,0.33037,-0.0833782,-0.430228,1.33664,-0.311941
-0.303131,-0.90033,-0.458221,-0.196381,0.118835,-0.609283,0.0127832,-0.015979,0.00426106,0.0191748,0.0127832,0.015979,-0.243679,0.33037,-0.0833676,-0.43026,1.33668,-0.311963
-0.148041,-0.933563,-0.39679,-0.00302124,0.54483,-0.538788,-0.00639159,-0.00852212,0.0117179,-0.00106526,0.0276969,-0.00319579,-0.243743,0.330402,-0.0833463,-0.430271,1.33672,-0.312005
-0.100708,-0.9104,-0.509583,0.037262,0.398804,-0.336365,-0.0149137,0.0117179,-0.00213053,-0.00213053,0.0149137,0.0127832,-0.243701,0.330434,-0.0833782,-0.430292,1.3367,-0.311984
-0.213501,-0.86911,-0.829834,0.423981,0.356506,-0.542816,0.00958738,-0.00106526,0.00106526,-0.00106526,0.00745685,-0.0106526,-0.243722,0.330402,-0.0833463,-0.430292,1.33675,-0.312016
-0.101715,-1.00809,-0.606262,-0.196381,0.331329,-0.414917,0.0213053,0.00745685,-0.00852212,0.0308927,0.00213053,0.00745685,-0.243669,0.330424,-0.0834102,-0.430186,1.33678,-0.311995
-0.101715,-1.01715,-0.52771,0.0533752,0.273926,-0.663666,-0.0106526,0.00426106,-0.0138484,-0.00106526,0.0191748,-0.0138484,-0.243722,0.330424,-0.0833996,-0.430314,1.33682,-0.312016
-0.313202,-0.765381,-0.611298,0.109772,0.489441,-0.417938,-0.0127832,0.00532632,0.0245011,0.00532632,0.0181095,-0,-0.243711,0.330413,-0.0833356,-0.430239,1.33684,-0.312016
-0.230621,-0.812714,-0.439087,0.0211487,0.657623,-0.43808,-0,0.00852212,-0.00426106,0.0234358,0.00426106,-0.00319579,-0.243722,0.330434,-0.0833889,-0.43026,1.33685,-0.311995
-0.399811,-1.04938,-0.358521,0.013092,0.0563965,-0.569,0.0138484,0.0106526,0.0138484,-0.0181095,0.0117179,0.0255663,-0.24369,0.330434,-0.0833356,-0.430303,1.33696,-0.311952
-0.127899,-0.979889,-0.430023,0.238678,0.49649,-0.399811,-0.0287621,0.0245011,0.00106526,0.0138484,0.00958738,0.00852212,-0.243754,0.330424,-0.0833676,-0.43025,1.33701,-0.312005
-0.608276,-0.449158,-0.589142,-0.0433044,-0.266876,-0.570007,0.0106526,0.00213053,-0.00852212,0.00958738,0.0543285,-0.00745685,-0.243658,0.330392,-0.0833676,-0.43025,1.33732,-0.312005
-0.0614319,-0.933563,-0.732147,0.117828,0.00201416,-0.296082,-0.00106526,-0.0106526,0.00213053,-0.00106526,0.0447411,0.00319579,-0.243711,0.330445,-0.0833569,-0.430282,1.33748,-0.312005
-0.296082,-0.942627,-0.589142,-0.309174,-0.272919,-0.359528,0.00852212,0.0458064,-0.00532632,0.0181095,0.0319579,-0.00426106,-0.243679,0.330477,-0.0833889,-0.430196,1.33767,-0.312016
-0.075531,-0.533752,-0.695892,0.278961,-0.31723,-0.679779,0.0138484,-0.0266316,0.00319579,0.00106526,0.036219,0.0223706,-0.243701,0.330381,-0.0833569,-0.430303,1.33779,-0.311952
-0.207458,-1.11484,-0.429016,0.0775452,-0.10675,-0.470306,-0.0117179,0.0117179,0.00319579,0.00532632,0.036219,0.00639159,-0.243679,0.330456,-0.0833889,-0.430218,1.33795,-0.312016
-0.27594,-0.901337,-0.639496,0.0614319,0.00906372,-0.294067,0.00106526,0.00213053,-0.00639159,0.0266316,0.0127832,0.0106526,-0.243679,0.33037,-0.0833676,-0.430218,1.33798,-0.312016
-0.236664,-1.06851,-0.574036,0.254791,0.320251,-0.543823,0.00106526,0.00532632,0.00106526,-0.00532632,0.0149137,-0.0106526,-0.243701,0.330413,-0.0833996,-0.43026,1.33806,-0.312059
-0.432037,-1.10074,-0.467285,-0.0997009,-0.154083,-0.444122,0.0234358,0.0255663,-0.00958738,0.0127832,0.0330232,0.00213053,-0.24369,0.330434,-0.0833996,-0.430186,1.3382,-0.312027
-0.353485,-0.988953,-0.695892,0.141998,0.353485,-0.367584,-0.0127832,-0.00852212,0,0.0149137,0.0149137,0.00745685,-0.243711,0.330392,-0.0833782,-0.43026,1.33817,-0.312027
-0.254791,-0.887238,-0.760345,0.327301,0.204437,-0.398804,0.00106526,0.0255663,0.00958738,-0.0287621,0.00319579,0.00745685,-0.243743,0.330445,-0.0833676,-0.430282,1.33821,-0.312027
-0.109772,-0.668701,-0.571014,-0.0916443,0.181274,-0.461243,-0.00639159,0.0138484,-0.00106526,0.0266316,-0.00745685,0.00426106,-0.243743,0.330413,-0.0834102,-0.430175,1.3382,-0.312016
-0.198395,-0.919464,-0.790558,0.391754,0.0231628,-0.435059,0.0255663,-0.00106526,0.0245011,-0.00213053,0.0117179,0.00745685,-0.243679,0.330434,-0.0833676,-0.430292,1.33823,-0.312016
-0.237671,-0.9245,-0.55188,0.141998,0.204437,-0.54483,-0.0170442,0.02024,-0.00426106,0.00639159,0.00745685,-0.00852212,-0.243722,0.330424,-0.0834315,-0.430207,1.33823,-0.312037
-0.572021,-0.73819,-0.439087,0.295074,0.255798,-0.343414,0.0511327,0.00106526,-0.0149137,-0.0191748,0.00319579,0.015979,-0.243615,0.330402,-0.0834209,-0.430292,1.33824,-0.312016
0.0181274,-0.826813,-0.766388,-0.0594177,0.218536,-0.649567,0.00106526,-0.0330232,-0.00745685,-0.0127832,-0.00213053,-0.00745685,-0.243701,0.33036,-0.0833996,-0.43026,1.33824,-0.312048
-0.157104,-0.933563,-0.90033,-0.0513611,0.340393,-0.539795,-0.00958738,0.0223706,0.0117179,0.0170442,-0.00958738,0.00319579,-0.24369,0.330456,-0.0834209,-0.43025,1.33824,-0.312059
-0.482391,-0.90033,-0.276947,0.0856018,0.298096,-0.471313,0.0149137,-0.0127832,-0.0330232,-0.00213053,0.00213053,0.00745685,-0.243658,0.33037,-0.0835061,-0.430239,1.33826,-0.312059
-0.206451,-0.589142,-0.729126,0.0453186,0.31723,-0.417938,-0.0213053,0.0117179,0.0106526,0.0308927,0.0191748,-0,-0.243754,0.330413,-0.0834315,-0.430207,1.33829,-0.312069
